term,prior_v1_category,proposed_v2_category,candidate_source,review_frequency,construct_definition,ambiguity_flag,alternate_categories,concordance_1,concordance_2,concordance_3,decision,reviewer_rationale,reviewer_status
ash,peat_smoke_coastal,peat_smoke_coastal,v1,867,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"h this ob. the wet dog are there (i'm sorry, dog), raw wool, leaven, beer… then more ash and coal smoke, touch of manure, dried kelp, seawater… and a little fresh butter. a",": straw. nose: it's very clean and unexpectedly fruity at first, without any peat or ash burst and in that sense it reminds me a bit of the official 'unpeated style' at firs","very coastal development but not without a roundness (apple compote with lemon). and ash. finish: long, very kippery and salty. ash and walnut in the aftertaste. comment: an",approve_primary,Approved for proposed primary construct.,approved
ashy,,peat_smoke_coastal,user_proposed,405,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,mingles perfectly well (did i already write that it wa perfect?) and especially the ashy side is spectacularly beautiful. heavily smoked salmon sprinkled with lemon juice? f,"_fruit on a bed of soft spice (cinnamon) and liquorice, the whole becoming drier and ashy/chalky after just a two or three second. there's also something smoky but it becomes",", but it's also rather more complex - although it's no complex whisky as such. smoky/ashy aftertaste. comment: on par with the ob, i'd say, although very different. or very p",approve_primary,Approved for proposed primary construct.,approved
bandage,peat_smoke_coastal,peat_smoke_coastal,v1,330,"Peat, smoke, ash, maritime, and coastal descriptors.",True,peat_smoke_coastal;flaws_off_notes,"candle, green_tea, 'new toy' (new chinese plastic) - you have to like that but i do… bandage… also great note of fresh mint that balance the whole. mouth: hmm… ultra_extreme lem",". nose: classic laphroaig but rather rounder than usual offering. brine, seaweed and bandage plus touch of kumquat, orange and quince, then soot and plain peat_smoke. in fact, t","pretty uncomplicated. something medicinal as well, rather towards mercurochrome and bandage? ouch! with water: the obvious youth come out more, with added hint of pear and fres",approve_primary,Approved for proposed primary construct.,approved
barbecue,,peat_smoke_coastal,user_proposed,54,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"i get peat_smoke, which came unexpected. or rather whiff of lapsang souchong tea and barbecue. after that funny start, it all unfolds on jelly bean, apple juice and chicory, with","citrus_fruit and gooseberry as well as a little bubblegum, and a little le chemical. barbecue herb and more lemon. finish: long and quite bitter. burnt herb. citrus_fruit and ici","colour: straw. nose: this one start all on burnt herb and barbecue marshmallow, which sound a tad strange but which isn't. jelly bean, then more herb,",approve_primary,Approved for proposed primary construct.,approved
bbq,,peat_smoke_coastal,user_proposed,46,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"strange. very complex but totally unorthodox, with some herbal tea (rosehip?), burnt bbq herb (tarragon?), then that sourness again (lemon, sour cream), icing sugar, strong","there somewhere. mouth: a salty old dog! wool, hessian, chalky phenol, black pepper, bbq sauce and smoky bacon. a big, dry, ashy, precise and vaguely mineral palate that dia","old glen garioch. get down and dirty with coal ember, soot, wood ash, bonfire smoke, bbq sauce and some earthy and waxy note. a proper highland malt whisky in the traditiona",approve_primary,Approved for proposed primary construct.,approved
bonfire,peat_smoke_coastal,peat_smoke_coastal,v1,195,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"il_shavings and bacon, with a growing smokiness (wood and coal but not peat). garden bonfire. also smoked ham… and then 'cask strength' espresso. the gunpowder tends to disappea","e good news is that the grassiness is much more complex, 'wide' and aromatic. garden bonfire, leaf, pine needle, mint and bitter orange. more porridgy in the background. with wa","se: classic briny, punchy, rounded but not too rounded, with a vegetal smoke (garden bonfire) and then grapefruit and almond. becomes sharper after a few minute, more on lemon a",approve_primary,Approved for proposed primary construct.,approved
brine,peat_smoke_coastal,peat_smoke_coastal,v1,864,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,", minus the heavier vanilla/oak. all good. finish: quite long, with more salt again, brine, lemon and a honeyed aftertaste… comment: very perfect youngish bruichladdich, nervo","let are a little new i think. mouth: start biggish, peppery, fairly salty, with some brine, bitter orange, olive, juniper and ginger. a little more vanilla and toasted oak aft","colour: white wine. nose: clean, maritime, waxy young clynelish. humus, brine, hay, shoe polish, leather. mouth: ah yes. punchy, waxy, earthy, salty and just a li",approve_primary,Approved for proposed primary construct.,approved
campfire,peat_smoke_coastal,peat_smoke_coastal,v1,15,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"t keep improving after a few second (right, minute), becoming more and more coastal (campfire on the beach). the spirit finally defeat the sherry, which make me more than happy i","m coastal peat, seaweed, hospital or fishermen's boat, we're rather sitting around a campfire where someone is burning both grass and fruit tree wood. on top of that, the same ki","ase here. hay, cow stable, then a little tar and rubber (new tyre), also some smoke (campfire). like this! mouth (neat): high impact, very fruity, very zesty and rather mentholat",approve_primary,Approved for proposed primary construct.,approved
charcoal,peat_smoke_coastal,peat_smoke_coastal,v1,190,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"chive, even garlic… a funny one! then more damp earth, mushroom, pipe_tobacco, soot, charcoal… and then more and more unlit havana cigar. well, a whole box. with water: same arom","water is needed… with water: white tequila and a lot of smoke. beach sand, barbecue, charcoal and fresh sardine, then cut cactus (make that tequila again). mouth (neat): perfectl","full gold. nose: now we're talking. i get a lot of marzipan and many fresh nut, some charcoal (working barbecue), wood smoke and in the background, quince jelly and vanilla crème",approve_primary,Approved for proposed primary construct.,approved
coal,peat_smoke_coastal,peat_smoke_coastal,v1,670,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"ee as well as whiff of pencil_shavings and bacon, with a growing smokiness (wood and coal but not peat). garden bonfire. also smoked ham… and then 'cask strength' espresso. t","a rum (like port mourant). and then, more and more smoke, which come unexpected. old coal stove, lovage... complex and beautiful. mouth: as often with these old malt, the fir","b. the wet dog are there (i'm sorry, dog), raw wool, leaven, beer… then more ash and coal smoke, touch of manure, dried kelp, seawater… and a little fresh butter. a very 'nat",approve_primary,tightly associated with laphroaig,approved
coastal,peat_smoke_coastal,peat_smoke_coastal,v1,972,"Peat, smoke, ash, maritime, and coastal descriptors.",False,,"nt, very 'clynelish', big whisky, mineral, waxy and lemony, with all thing salty and coastal in the background. a slight feeling of fizziness (the whisky, not the taster). finis","ote of beeswax, kumquat and juicy ripe melon on top of the classic mineral note. the coastal note are more discreet, the shoe polish ha vanished and the whiff of brine have beco","ter as well (apple peeling). liquorice and kipper, peppermint… with water: same very coastal development but not without a roundness (apple compote with lemon). and ash. finish:",approve_primary,Approved for proposed primary construct.,approved
creosote,peat_smoke_coastal,peat_smoke_coastal,v1,69,"Peat, smoke, ash, maritime, and coastal descriptors.",True,peat_smoke_coastal;flaws_off_notes,"great nose so far. with water: wonderful mineral and phenolic development. a little creosote, barbour grease… mouth (neat): excellent attack, once again there's something of the","muddy dog (yeah, a variant of our beloved wet dog - i'm sorry, dog), damp newspaper, creosote, some seawater, walnut wine, more fresh paint (any colour)… mouth (neat): fantastic.","econd, it's a true aromatic blitzkrieg. yet, i seem to have found iodine, tangerine, creosote, mango, motor oil, kipper, parma ham, old tin box… oh well, and hundred of other aro",approve_primary,Approved for proposed primary construct.,approved
